product,category,url,ingredients,Synthetic Fluorphlogopite,Lanolin,Vanilla,Glycol Cetearate,Grapefruit Water,Oudh,Linalool,Ground White Rice,Olibanum,Coconut Cream,Myrrh Resinoid,Icing Sugar,Mint,Marigold Petals,Cassis,Silken Tofu,Hexyl Cinnamal,Styrax Resinoid,Guar Gum,Cocamidopropyl Betaine,Apricot Kernel,Oak Moss Extract,Xanthan Gum,Aubergine,Glycerine,Popping Candy,Marigold Powder,Banana and Oat Decoction,Sodium Coco Sulfate,Strawberry Juice,Blackcurrant,Candy Flower,Coriander Seed,Cedarwood,Sodium Carbonate,Oregano,Cocoa Butter,Vine Leaves,Violet Leaf,Ground Aduki Beans,Avocado,Extra Virgin Olive,Orange Juice,Grapefruit,Cream of Tartar,Sodium Chloride,Olive,Sodium Bicarbonate,Stearic Acid,Mimosa,Lemon Juice,Neroli,Walnut,Carrageenan Extract,Potato Starch,Calcium Sodium Borosilicate,Peach Kernel,Citral,Bergamot,Manuka Honey,Benzyl Salicylate,Castor,Almond Milk,Murumuru Butter,Sand,Cassia,Tangerine,Litsea Cubeba,Propylene Glycol,DRF Alcohol,Benzoin Resinoid,German Chamomile Flowers,Cistus,Green Olives,Tea Tree,English Honey,Cupuaçu Butter,Vine Leaf,Sodium Laureth Sulfate,Pear,Oregano and Rose Petal,Cetearyl Alcohol,Pioppino Mushrooms,Jasmine Flower,Yellow and Red Rose Petals,Sodium carboxymethyl cellulose,Petitgrain,Propylparaben,Gardenia Extract,Japanese Rapeseed,Fine Oatmeal,Sweet Wild Orange,Pakistani Rose,Chamomile,Ground Coconut Shell,Lemongrass,Sunflower Wax,Tin Oxide,Balanites,Lotus Root,Vanilla Pod,Soybean Flour,Arame Seaweed,Lemon Myrtle,Whole Clove,Sage,Chamomile Blue,Green Tea Powder,Lime,Oat Milk,Lime Juice,Calcium Lactate Gluconate,Rosemary,Roman Chamomile,Chlorophyllin,Rapeseed,Citric Acid,Benzyl Alcohol,Tonka,Honey,Tarragon,Dipropylene Glycol,Sodium Alginate,Rosewood,Fig Decoction,Glyceryl stearate,Frankincense Resinoid,Cardamom,Farnesol,Lauryl Betaine,Luminescent Zinc Sulfide,Triethanolamine,Cowslips,Maltodextrin,Citronellol,Eugenol,Talc,Vetivert,Menthol Crystals,Sea Salt,Thyme,Siberian Fir Needle,Davana,Fir Needle,Elemi,Brazilian Orange,Cinnamon Leaf,Sodium polyacrylate,Dried Currants,Epsom Salt,Kinako Powder,Dragon Fruit Powder,Aniseed,Sicilian Lemon,Rice Paper,Benzyl Cinnamate,Alpha-Isomethyl Ionone,Coumarin,Orange Peel Wax,Sodium Stearate,Australian Sandalwood,Jasmine,Avocado Butter,Coconut Flour,Candy Eyes,Blackberry Puree,Mandarin Juice,Titanium Dioxide,Tincture of Benzoin,Granulated Sugar,Lemon Peel,Carnauba Wax,Pink Pepper,Orange Flower,Powdered Charcoal,Pink Grapefruit infusion,Methylparaben,Lemon,Tagetes,Coriander,Turmeric Powder,Agar Agar Strands,Cinnamal,Black Peppercorn,Argan,Apple Pulp,Oat Flour,Rice Bran,Spearmint,Almond,Ylang Ylang,Strawberry Powder,Ground Almonds,Cocoa Powder,Lavandin,Chia Seeds,Lime Extracted in Vodka,Cocoa,Rose Water,Geranium,Aloe Vera Extract,Agave Syrup,Goji Berry Juice,Kaolin,Blackcurrant Powder,Grapefruit Juice,Clary Sage,Peach Juice,Soya Milk,Lime Puree,Hydroxycitronellal,Black Pepper,Clove Bud,Honey Water,Poppy Seeds,Peach,Pine,Daisy Flowers,Sandalwood,Sicilian Red Mandarin,Labdanum Resinoid,Mango Butter,Cinnamyl Alcohol,Olibanum Resinoid,Synthetic Musk,Laureth 4,Elderflowers,Raspberries,Lavender Sprig,Cypress,Lavender Flowers,Extra Virgin Coconut,Shea Butter,Whole Oats,Rhubarb Puree,Coconut Milk Powder,Butylphenyl Methylpropional,Marshmallow Root Powder,Chamomile Powder,Perfume,Dried Apricots,Wheatgerm,Jojoba,Lavender,Olive Leaf,Osmanthus,Buchu,Tetrasodium Etidronate,Moroccan Chamomile,Limonene,Seaweed,Disodium Lauryl Sulfosuccinate,EDTA,Juniperberry,Lavender Flower,Sodium Hydroxide,Sodium Lauryl Sulfate,Amyl Cinnamal,Eucalyptus,Dried Cranberries,Lactic Acid,Water,Tolu Balsam,Ginger,Silica,Amaranth Flowers,Aloe Vera Gel,Sodium Cocoamphoacetate,Makrut Lime Leaf,Rice Paper Flower,Chrysanthemum,Dried Elderflower,Geraniol,Benzyl Benzoate,Patchouli,Hydroxy propyl methyl cellulose,Peppermint,Cypress Leaf,Ho Wood,White Tea,Pink Delphinium Petals,Cornstarch,Rose,Raspberry Juice,Ground Rice,White Sugar Crystals
Clean &amp; Sweet,handmade-soap,https://uk.lush.com/products/hand-care/clean-sweet,set(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coco Loco,shower-oils-and-moisturisers,https://uk.lush.com/products/plastic-free-packaging/shower-oils-and-moisturisers/coco-loco,"{'Titanium Dioxide', 'Linalool', 'Citral', 'Extra Virgin Coconut', 'Coconut Cream', 'Cocamidopropyl Betaine', 'Benzyl Alcohol', 'Lemongrass', 'Brazilian Orange', 'Coconut Flour', 'Cocoa Butter', 'Coriander Seed', 'Sunflower Wax', 'Perfume', 'Cocoa Powder', 'Coumarin', 'Limonene'}",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comfort Zone,shower-bombs,https://uk.lush.com/products/vegan-shower-bombs/comfort-zone,"{'Linalool', 'Sodium Laureth Sulfate', 'Citric Acid', 'Cream of Tartar', 'Chia Seeds', 'Bergamot', 'Calcium Lactate Gluconate', 'Cocamidopropyl Betaine', 'Cypress', 'Sodium Bicarbonate', 'Potato Starch', 'Blackcurrant', 'Raspberries', 'Water', 'Perfume', 'Sodium Alginate', 'Propylene Glycol', 'Limonene'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conga,shower-jellies,https://uk.lush.com/products/vegan-shower-jellies/conga,"{'Titanium Dioxide', 'Almond Milk', 'Propylene Glycol', 'Sodium Laureth Sulfate', 'Vanilla', 'Bergamot', 'Benzyl Alcohol', 'Glycerine', 'Alpha-Isomethyl Ionone', 'Davana', 'Carrageenan Extract', 'Perfume', 'Water', 'Coumarin', 'Almond', 'Raspberry Juice', 'Limonene'}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Crayon,bubble-bars,https://uk.lush.com/products/bubble-bars/crayon-bubble-bath,"{'Grapefruit', 'Titanium Dioxide', 'Synthetic Fluorphlogopite', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Cream of Tartar', 'Buchu', 'Citral', 'Linalool', 'Bergamot', 'Geraniol', 'Sodium Carbonate', 'Perfume', 'Glycerine', 'Tin Oxide', 'Cornstarch', 'Limonene'}",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Creamy Candy,bubble-bars,https://uk.lush.com/products/bubble-bars/creamy-candy,"{'Titanium Dioxide', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Cream of Tartar', 'Vanilla', 'Citric Acid', 'Perfume', 'Sodium Bicarbonate', 'Candy Flower', 'Laureth 4', 'Alpha-Isomethyl Ionone', 'Cocoa Butter', 'Cornstarch', 'Almond'}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Deep Sleep,bath-bombs,https://uk.lush.com/products/bath-bombs/deep-sleep,"{'Linalool', 'Citric Acid', 'Lavender', 'Neroli', 'Sodium Bicarbonate', 'Dipropylene Glycol', 'German Chamomile Flowers', 'Chamomile', 'Water', 'Perfume', 'Lavender Flowers'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirty,bubble-bars,https://uk.lush.com/products/bubble-bars/dirty-bubble-bath,"{'Titanium Dioxide', 'Thyme', 'Synthetic Fluorphlogopite', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Cream of Tartar', 'Linalool', 'Perfume', 'Lavender', 'Sodium Carbonate', 'Neroli', 'Glycerine', 'Alpha-Isomethyl Ionone', 'Tarragon', 'Sandalwood', 'Spearmint', 'Tin Oxide', 'Hydroxycitronellal', 'Limonene'}",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirty Springwash,shower-gels,https://uk.lush.com/products/shower/dirty-springwash,"{'Sea Salt', 'Thyme', 'Linalool', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Menthol Crystals', 'Sodium Bicarbonate', 'Sodium Cocoamphoacetate', 'Glycerine', 'Alpha-Isomethyl Ionone', 'Spearmint', 'Perfume', 'Water', 'Hydroxycitronellal', 'Limonene'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Vitality,bath-oils,https://uk.lush.com/products/exclusives/double-vitality,"{'Titanium Dioxide', 'Citral', 'Cream of Tartar', 'Shea Butter', 'Extra Virgin Coconut', 'Sicilian Lemon', 'Geraniol', 'Peppermint', 'Sodium Bicarbonate', 'Jojoba', 'Laureth 4', 'Perfume', 'Cocoa Butter', 'Limonene'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Dragon's Egg,bath-bombs,https://uk.lush.com/products/bath-bombs/dragons-egg,"{'Synthetic Fluorphlogopite', 'Lemon', 'Citral', 'Bergamot', 'Gardenia Extract', 'Jasmine', 'Linalool', 'Cream of Tartar', 'Sodium Bicarbonate', 'Water', 'Perfume', 'Tin Oxide', 'Popping Candy', 'Titanium Dioxide', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Silica', 'Propylene Glycol', 'Citric Acid', 'Rice Paper', 'Limonene'}",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dreamtime,bath-oils,https://uk.lush.com/products/bath-oils/dreamtime,"{'Titanium Dioxide', 'Synthetic Fluorphlogopite', 'Farnesol', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Cream of Tartar', 'Linalool', 'Citral', 'Ginger', 'Tin Oxide', 'Geraniol', 'Lavender', 'Sodium Bicarbonate', 'Jasmine', 'Laureth 4', 'Sandalwood', 'Perfume', 'Chamomile Blue', 'Cocoa Butter', 'Limonene'}",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Drop of Hope,handmade-soap,https://uk.lush.com/products/soaps/drop-hope,"{'Benzyl Salicylate', 'Titanium Dioxide', 'Linalool', 'Agave Syrup', 'Granulated Sugar', 'Citric Acid', 'Pioppino Mushrooms', 'Butylphenyl Methylpropional', 'Japanese Rapeseed', 'Orange Flower', 'Sodium Hydroxide', 'Sodium Bicarbonate', 'Glycerine', 'Water', 'Perfume', 'Amyl Cinnamal', 'Silken Tofu', 'Hydroxycitronellal'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Easy Peeler,body-scrubs,https://uk.lush.com/products/vegan-body-scrubs/easy-peeler,"{'Sea Salt', 'Citral', 'Shea Butter', 'Bergamot', 'Cocamidopropyl Betaine', 'Apricot Kernel', 'Sodium Lauryl Sulfate', 'Mango Butter', 'Sicilian Red Mandarin', 'Linalool', 'Cream of Tartar', 'Sodium Bicarbonate', 'Sodium polyacrylate', 'Limonene', 'Water', 'Perfume', 'Apple Pulp', 'Hydroxy propyl methyl cellulose', 'Tangerine', 'Sodium Coco Sulfate', 'Cocoa Butter', 'Orange Peel Wax', 'Potato Starch'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
